id,sex,age,unknown,zip
2411,0,35,14,1536
2412,1,56,13,1501
2413,0,56,7,6118
2414,1,25,1,49503
2415,1,25,7,22407
2416,1,45,7,1531
2417,1,45,1,53045
2418,0,1,10,6074
2419,1,25,0,6096
2420,1,50,7,37938
2421,1,35,7,44306
2422,0,50,9,2865
2423,0,45,9,1520
2424,1,25,17,95035
2425,0,35,14,45243
2426,1,56,0,1606
2427,0,25,14,94010
2428,1,45,17,45255
2429,1,25,2,22903
2430,1,25,4,22902
2431,0,25,4,22903
2432,1,25,4,22903
2433,1,25,4,22903
2434,1,25,4,22901
2435,1,25,4,22903
2436,1,25,7,22902
2437,1,25,4,22923
2438,1,35,1,22903
2439,1,45,17,48105
2440,1,50,17,1430
2441,0,45,6,42406
2442,1,35,17,36830
2443,0,35,0,49464
2444,0,45,4,42420
2445,1,25,0,48104
2446,1,18,7,10038
2447,1,25,14,3051
2448,1,35,6,37932
2449,1,56,13,37922
2450,1,45,16,1612
2451,1,45,12,37853
2452,1,45,7,1545
2453,1,25,7,55429
2454,1,18,0,97005
2455,1,35,7,48197
2456,1,25,5,48103
2457,1,25,0,60656
2458,1,25,7,85040
2459,1,50,7,44313
2460,0,50,1,36067
2461,1,18,4,98117
2462,1,35,1,44303
2463,1,25,7,33916
2464,0,18,4,44106
2465,1,50,6,44333
2466,1,25,15,94303
2467,1,1,10,44224
2468,1,50,1,44240
2469,1,25,4,90048
2470,1,35,18,52001
2471,1,50,13,98683
2472,1,25,18,37922
2473,1,25,12,98105
2474,1,25,12,83815
2475,0,25,18,98115
2476,1,50,12,78703
2477,1,45,0,42420
2478,1,50,1,37922
2479,0,25,1,23454
2480,0,18,20,94410
2481,1,35,14,3054
2482,0,50,3,37772
2483,1,56,13,90503
2484,1,45,5,31901
2485,1,35,14,95746
2486,1,18,12,98105
2487,1,45,7,55438
2488,0,45,2,31804
2489,0,35,9,37843
2490,1,25,12,94703
2491,1,35,7,22904
2492,0,45,2,37924
2493,1,45,2,90631
2494,1,18,4,52003
2495,0,18,4,56401
2496,1,50,1,37932
2497,0,50,14,37922
2498,1,56,18,70817
2499,1,50,0,36109
2500,1,56,1,29672
2501,1,25,15,37923
2502,1,56,13,49423
2503,1,35,17,19360
2504,1,25,7,98115
2505,1,25,7,55405
2506,0,25,14,98225
2507,1,25,4,94107
2508,0,35,3,77429
2509,1,25,5,36109
2510,1,25,7,37930
2511,1,25,7,15209
2512,0,45,14,36109
2513,1,56,1,37922
2514,1,56,14,37922
2515,1,45,12,37914
2516,0,45,6,37909
2517,0,35,9,53806
2518,1,25,7,11793
2519,0,45,2,14850
2520,0,56,2,95448
2521,1,35,17,49424
2522,1,18,11,60614
2523,1,25,17,49423
2524,0,56,9,38558
2525,0,35,1,37922
2526,1,56,13,37923
2527,1,35,15,36109
2528,1,56,0,37922
2529,0,35,9,95903
2530,1,18,0,42420
2531,0,45,7,52003
2532,0,56,13,37917
2533,0,25,3,49423
2534,0,50,6,37922
2535,0,56,2,3431
2536,1,56,13,37830
2537,1,35,11,37620
2538,1,56,13,37923
2539,1,35,7,32444
2540,0,45,6,42420
2541,0,35,5,49424
2542,0,45,13,37922
2543,0,35,0,42420
2544,1,45,1,52001
2545,1,56,13,37830
2546,0,56,13,37931
2547,0,35,0,37920
2548,0,35,6,37919
2549,1,56,13,37938
2550,1,50,7,37931
2551,1,25,12,98133
2552,0,25,9,29369
2553,1,25,7,29369
2554,1,25,1,97405
2555,1,56,7,10522
2556,1,25,4,2430
2557,0,18,19,2452
2558,1,56,17,53061
2559,1,18,10,53207
2560,0,45,6,84318
2561,1,25,15,6460
2562,1,18,0,98021
2563,1,45,13,53132
2564,0,35,20,43230
2565,1,35,5,34786
2566,1,35,17,94022
2567,1,25,0,6451
2568,1,25,17,31311
2569,1,45,0,45248
2570,0,56,14,95005
2571,1,35,17,20151
2572,1,35,14,75005
2573,1,45,16,94536
2574,1,50,6,6511
2575,1,35,7,76248
2576,1,18,17,97030
2577,1,25,7,77099
2578,1,50,7,94107
2579,1,35,15,91411
2580,0,45,1,12538
2581,1,25,11,60611
2582,0,25,1,97201
2583,1,35,7,19610
2584,0,56,1,94563
2585,1,45,15,640818102
2586,1,25,20,46802
2587,1,35,7,55124
2588,0,56,13,78737
2589,1,25,0,19004
2590,1,18,4,94044
2591,1,18,1,50310
2592,1,50,7,800044448
2593,1,56,16,95816
2594,1,35,7,31047
2595,1,18,4,15213
2596,1,50,7,48152
2597,0,50,0,95616
2598,1,25,17,20866
2599,1,25,12,53154
2600,1,25,14,19312
2601,1,35,16,27613
2602,1,45,12,92104
2603,1,25,17,19126
2604,1,25,0,45459
2605,1,35,7,75013
2606,1,50,7,34285
2607,0,56,0,48178
2608,0,25,1,10025
2609,0,50,12,55391
2610,1,45,7,48322
2611,1,25,3,7719
2612,0,45,3,94560
2613,1,35,1,92120
2614,1,25,7,15205
2615,1,25,7,21029
2616,1,35,7,2657
2617,0,45,15,60081
2618,0,18,4,53538
2619,1,35,12,95677
2620,1,18,4,47306
2621,1,18,0,46304
2622,0,35,6,27516
2623,1,56,1,30345
2624,0,35,0,44313
2625,1,35,7,61910
2626,1,56,1,4056
2627,1,25,1,6877
2628,0,25,2,11217
2629,1,25,11,15237
2630,0,18,5,78704
2631,0,50,1,14850
2632,1,56,0,43528
2633,0,35,9,7728
2634,1,56,1,15701
2635,1,35,0,6403
2636,1,18,12,78750
2637,0,35,20,44303
2638,1,25,14,6405
2639,0,25,6,80236
2640,1,35,12,78230
2641,1,25,6,19428
2642,1,25,0,33073
2643,1,45,17,99005
2644,1,18,15,45215
2645,1,25,7,60657
2646,1,45,17,18049
2647,0,35,11,15116
2648,1,25,17,27707
2649,1,25,16,80126
2650,1,45,7,75080
2651,1,56,14,11779
2652,1,35,20,84010
2653,1,25,7,94109
2654,0,35,9,48336
2655,1,35,7,66224
2656,1,56,13,32837
2657,0,1,10,47403
2658,1,25,7,60115
2659,1,35,14,1060
2660,1,56,17,28704
2661,1,56,13,19312
2662,1,25,17,2021
2663,0,25,4,2215
2664,1,35,7,52402
2665,1,35,11,98443
2666,1,45,16,63128
2667,0,35,6,8043
2668,0,25,4,94110
2669,1,45,0,24541
2670,1,35,6,94598
2671,0,35,12,54220
2672,1,35,7,4096
2673,1,35,7,77040
2674,1,25,4,94110
2675,1,35,18,98664
2676,1,56,20,78731
2677,0,35,7,66204
2678,1,25,6,49707
2679,0,18,4,2143
2680,1,25,12,1864
2681,0,25,4,48823
2682,1,18,4,43210
2683,1,35,7,60188
2684,0,18,0,19143
2685,1,45,7,2116
2686,1,25,0,85283
2687,1,1,10,8805
2688,1,25,17,54915
2689,1,25,12,27511
2690,1,25,7,24210
2691,1,18,4,6459
2692,0,18,4,14620
2693,1,56,13,72949
2694,1,18,4,90024
2695,1,35,11,46033
2696,1,25,7,24210
2697,0,50,17,87031
2698,0,25,2,10028
2699,0,56,13,74128
2700,1,25,7,30117
2701,1,45,1,60115
2702,1,45,6,65201
2703,1,35,11,52803
2704,1,56,13,72764
2705,1,25,1,27713
2706,0,25,1,27713
2707,1,56,13,24060
2708,1,25,7,44115
2709,0,25,0,60660
2710,1,35,17,94303
2711,0,25,4,1075
2712,0,18,19,33953
2713,1,25,7,96811
2714,1,18,4,96815
2715,0,50,4,96822
2716,0,50,4,96825
2717,1,25,4,96826
2718,0,25,4,96817
2719,1,25,12,98100
2720,1,35,0,20795
2721,1,45,14,19382
2722,1,35,7,22043
2723,0,25,9,28147
2724,0,45,2,27514
2725,1,35,7,30071
2726,1,45,11,2155
2727,1,25,11,60603
2728,1,35,12,27614
2729,1,50,7,17402
2730,1,35,11,48640
2731,1,35,7,11050
2732,1,45,17,92805
2733,1,45,17,94002
2734,0,18,4,2912
2735,1,25,7,22903
2736,1,45,12,80303
2737,1,25,3,50311
2738,0,50,2,22181
2739,0,35,7,92316
2740,1,45,17,22181
2741,1,25,14,60614
2742,1,25,17,36092
2743,1,25,14,72601
2744,1,18,17,53818
2745,0,35,1,30345
2746,1,50,14,502652850
2747,0,18,4,90025
2748,1,25,4,85719
2749,1,25,12,10025
2750,0,25,15,91360
2751,0,25,16,28120
2752,1,25,15,77006
2753,0,50,20,27516
2754,1,50,12,60148
2755,1,35,7,29631
2756,1,18,4,97331
2757,1,25,2,10023
2758,1,56,8,12436
2759,1,25,7,36102
2760,1,56,0,1886
2761,1,35,6,80917
2762,1,50,16,63131
2763,0,18,4,48104
2764,1,25,7,91403
2765,1,50,7,2420
2766,1,45,7,55016
2767,1,25,0,99163
2768,1,25,17,90210
2769,1,25,7,20170
2770,1,35,1,14260
2771,1,18,1,92037
2772,1,35,17,10025
2773,1,35,2,78766
2774,1,25,1,92103
2775,0,18,4,90038
2776,1,25,14,22205
2777,1,18,4,95326
2778,1,56,13,94025
2779,1,35,7,10040
2780,1,25,17,94133
2781,1,35,4,45205
2782,0,18,4,48858
2783,1,45,17,78750
2784,1,50,20,20007
2785,1,56,13,29928
2786,1,25,4,60201
2787,1,25,4,60614
2788,1,56,1,90049
2789,1,18,4,90025
2790,1,25,20,85013
2791,1,56,7,10023
2792,1,18,4,2452
2793,1,35,7,70116
2794,1,25,2,20036
2795,1,50,13,33710
2796,1,25,14,92104
2797,0,25,7,94043
2798,1,35,20,10038
2799,1,18,0,55404
2800,0,18,4,73070
2801,0,25,3,12866
2802,1,35,20,10036
2803,1,25,7,94022
2804,0,35,0,46234
2805,1,56,19,6040
2806,1,1,10,15208
2807,0,35,11,22043
2808,1,56,16,60610
2809,1,25,7,10016
2810,0,1,10,64093
2811,1,25,19,94122
2812,1,25,17,60607
2813,1,25,20,55406
2814,1,35,7,2127
2815,1,35,17,60477
2816,1,25,7,60015
2817,1,35,12,53130
2818,1,25,12,55106
2819,1,45,14,44122
2820,0,35,0,2138
2821,1,18,20,10036
2822,1,50,7,10003
2823,1,25,4,2452
2824,1,18,4,2111
2825,0,25,20,94014
2826,1,35,12,10011
2827,1,25,17,94063
2828,1,18,4,2454
2829,1,45,20,10013
2830,1,35,7,94506
2831,1,25,0,32225
2832,1,25,17,20036
2833,1,25,15,85003
2834,1,35,1,33304
2835,1,35,20,60622
2836,1,25,12,7974
2837,1,18,0,49506
2838,1,18,1,95864
2839,1,25,17,10003
2840,1,25,0,60660
2841,1,50,12,98056
2842,1,35,17,30145
2843,0,25,4,78705
2844,1,25,20,87103
2845,1,25,4,74074
2846,0,18,4,91604
2847,1,18,4,10027
2848,1,25,0,47401
2849,1,45,11,94114
2850,1,18,20,94608
2851,0,25,7,94107
2852,1,25,12,98037
2853,1,1,1,444555
2854,0,18,4,64151
2855,1,25,4,94102
2856,1,35,11,22030
2857,1,25,0,10469
2858,0,1,10,72601
2859,1,18,1,95814
2860,1,35,17,20009
2861,1,25,15,6510
2862,1,45,7,55066
2863,0,25,2,27705
2864,0,35,3,11725
2865,0,25,6,21014
2866,1,25,7,53717
2867,1,45,17,15204
2868,1,35,12,94025
2869,1,50,17,7650
2870,1,50,18,95472
2871,0,25,14,98110
2872,1,25,20,94014
2873,0,18,4,64093
2874,0,35,20,20036
2875,1,25,2,10013
2876,1,25,17,2149
2877,1,35,1,80687
2878,0,50,20,88005
2879,1,18,4,60062
2880,1,18,12,55405
2881,0,25,12,77019
2882,1,18,20,78759
2883,1,18,20,30101
2884,0,50,3,53222
2885,0,18,1,80302
2886,1,18,4,60073
2887,1,25,3,66205
2888,1,25,14,55438
2889,1,35,3,55104
2890,1,35,7,90069
2891,0,18,4,66044
2892,1,25,4,84064
2893,1,25,1,94025
2894,1,18,4,44130
2895,1,25,11,7039
2896,1,18,14,60073
2897,1,25,5,97405
2898,1,18,4,2453
2899,1,35,14,94133
2900,1,18,12,95120
2901,1,25,17,78749
2902,1,25,12,98007
2903,1,25,16,20850
2904,1,25,4,16802
2905,1,35,17,55407
2906,1,35,19,55421
2907,0,35,5,12345
2908,1,18,2,74403
2909,1,25,7,43228
2910,1,1,19,75602
2911,0,25,4,55455
2912,0,18,4,48104
2913,0,35,20,98119
2914,1,25,4,92614
2915,1,25,7,23423
2916,1,45,2,98011
2917,1,25,0,60201
2918,1,25,12,98112
2919,1,18,17,88076
2920,1,25,2,55116
2921,1,50,1,53221
2922,1,25,17,52402
2923,1,35,12,44256
2924,0,18,4,94121
2925,0,25,4,23454
2926,0,18,2,55118
2927,1,25,12,24060
2928,1,25,2,90068
2929,1,18,2,60614
2930,1,50,17,45420
2931,1,18,4,16803
2932,1,25,12,55346
2933,1,35,11,32082
2934,0,35,20,91324
2935,1,25,0,55126
2936,0,18,4,94122
2937,0,18,4,48103
2938,0,25,0,55345
2939,0,25,15,94901
2940,1,25,0,2143
2941,1,35,12,98033
2942,0,50,1,93103
2943,1,35,12,95864
2944,0,18,4,48104
2945,0,35,17,89507
2946,1,35,16,92630
2947,0,25,0,2138
2948,1,18,14,48185
2949,1,25,17,98033
2950,1,18,0,72761
2951,0,35,14,94303
2952,1,25,4,6511
2953,1,25,20,23225
2954,1,18,2,11435
2955,1,35,14,92025
2956,1,25,12,50265
2957,1,18,4,48104
2958,1,25,7,91911
2959,1,35,17,6074
2960,1,18,4,48104
2961,1,50,17,91977
2962,1,35,3,94109
2963,0,18,4,48104
2964,1,25,17,7030
2965,0,35,4,48103
2966,0,25,4,48104
2967,1,25,0,94110
2968,0,18,0,48104
2969,1,25,7,6851
2970,1,18,4,48104
2971,1,25,4,48104
2972,1,25,4,97330
2973,0,18,4,48108
2974,1,18,4,48105
2975,1,35,11,20879
2976,1,18,20,86001
2977,0,18,4,48104
2978,1,35,20,45236
2979,1,35,2,45243
2980,1,45,7,91766
2981,1,45,6,52556
2982,1,25,4,54902
2983,1,18,4,97850
2984,1,25,4,48105
2985,1,18,4,97333
2986,1,25,4,24060
2987,1,18,4,15213
2988,0,18,6,92122
2989,1,35,12,97330
2990,1,35,12,45243
2991,1,50,1,48105
2992,1,18,4,14853
2993,1,18,19,12133
2994,1,35,5,95008
2995,1,25,15,97333
2996,1,18,0,63011
2997,0,35,16,45238
2998,0,25,1,45241
2999,1,25,7,33813
3000,1,25,4,55408
3001,1,18,4,94704
3002,1,45,11,90028
3003,1,18,15,94606
3004,0,18,4,2138
3005,1,25,17,94133
3006,1,18,4,45750
3007,1,35,0,33174
3008,1,18,4,94403
3009,0,35,3,55112
3010,1,25,12,78759
3011,1,25,1,10003
3012,1,25,12,78660
3013,1,45,17,97124
3014,1,35,7,6430
3015,1,56,6,62707
3016,1,18,12,78759
3017,0,35,9,85255
3018,1,35,0,45242
3019,1,50,12,97330
3020,0,35,7,60302
3021,0,45,15,78750
3022,1,25,17,78730
3023,0,25,7,92108
3024,1,35,17,14302
3025,0,35,0,90004
3026,0,18,4,45750
3027,1,18,4,85719
3028,1,1,10,12701
3029,1,18,4,92037
3030,1,35,1,48103
3031,1,18,4,48135
3032,1,25,0,47303
3033,1,18,4,2906
3034,0,18,1,33143
3035,0,25,7,90230
3036,1,56,13,14843
3037,0,25,2,97333
3038,0,35,2,97401
3039,0,50,3,33611
3040,1,25,8,22046
3041,1,25,4,97333
3042,1,56,1,49042
3043,1,18,2,90069
3044,1,35,16,77301
3045,1,45,1,90631
3046,1,1,4,46311
3047,0,25,4,94117
3048,1,18,2,2066
3049,0,50,0,2421
3050,1,35,12,94025
3051,1,18,17,94063
3052,1,35,12,10036
3053,0,25,3,55102
3054,1,18,4,44056
3055,0,25,3,98501
3056,1,25,18,10309
3057,0,25,12,55438
3058,1,18,12,55123
3059,1,35,0,75023
3060,0,35,1,92705
3061,1,45,2,29440
3062,1,18,4,3106
3063,1,18,4,3106
3064,1,35,17,90026
3065,0,18,4,48135
3066,1,18,4,61801
3067,0,25,0,2148
3068,0,35,9,66204
3069,1,18,4,97470
3070,0,18,4,10708
3071,1,25,1,2115
3072,1,50,1,55126
3073,1,25,0,90028
3074,1,25,0,23451
3075,0,25,11,6107
3076,1,35,17,30024
3077,1,18,4,43202
3078,0,35,1,2155
3079,0,25,1,55410
3080,1,25,20,55410
3081,1,25,7,77252
3082,0,35,6,45459
3083,0,50,0,97403
3084,1,25,16,1581
3085,1,25,4,78703
3086,1,18,12,98105
3087,0,1,1,90802
3088,0,25,4,87110
3089,1,45,16,93448
3090,1,25,2,90004
3091,0,25,0,19107
3092,1,35,15,98108
3093,0,45,20,89134
3094,1,35,0,30030
3095,0,25,3,6810
3096,0,45,3,38028
3097,0,25,5,10021
3098,1,25,4,55112
3099,1,25,17,20910
3100,0,25,6,91423
3101,1,18,15,91101
3102,1,25,12,34170
3103,1,25,20,64112
3104,1,18,17,2118
3105,1,35,12,98166
3106,1,25,0,33142
3107,1,25,17,92656
3108,1,50,6,22039
3109,0,25,11,43201
3110,1,25,0,10002
3111,1,18,4,56520
3112,1,18,12,98133
3113,1,25,10,55414
3114,1,18,5,65211
3115,1,35,17,48323
3116,1,25,12,98034
3117,1,35,0,83704
3118,1,25,0,77025
3119,1,45,1,37027
3120,1,18,4,55414
3121,1,25,2,32118
3122,0,25,7,22209
3123,1,25,2,90401
3124,1,25,12,30337
3125,1,25,7,10025
3126,1,25,2,32118
3127,0,25,0,10003
3128,1,18,2,10012
3129,1,25,7,21117
3130,1,25,7,32835
3131,0,25,2,90036
3132,1,35,7,98467
3133,1,18,4,33720
3134,1,18,4,55455
3135,1,25,15,12345
3136,0,25,4,72801
3137,1,25,11,11217
3138,1,35,17,46229
3139,1,56,13,89128
3140,0,25,4,78728
3141,1,25,14,81679
3142,1,25,20,85719
3143,0,50,16,90272
3144,0,25,7,85260
3145,1,18,4,2138
3146,1,25,0,31605
3147,1,25,14,49355
3148,1,18,20,72837
3149,1,18,4,92602
3150,0,25,3,92831
3151,0,25,0,92870
3152,1,18,4,61801
3153,0,25,4,73160
3154,0,25,4,95616
3155,1,25,7,55112
3156,1,35,7,7663
3157,1,25,12,92880
3158,1,25,15,15217
3159,0,25,15,15213
3160,1,25,17,77521
3161,1,25,7,55408
3162,1,25,1,88543115
3163,1,18,15,95616
3164,1,18,12,55118
3165,1,35,7,60611
3166,1,18,4,32607
3167,1,25,2,77056
3168,0,35,5,94546
3169,1,50,0,23518
3170,1,25,0,8461
3171,0,50,3,10128
3172,1,18,12,55408
3173,1,25,12,55317
3174,0,18,14,10018
3175,1,35,16,10014
3176,1,25,17,95129
3177,0,25,6,94132
3178,0,35,5,44313
3179,0,18,20,2125
3180,1,25,14,7430
3181,1,25,12,7436
3182,1,25,12,12866
3183,1,50,7,60510
3184,0,25,18,21214
3185,1,18,7,55337
3186,1,50,1,92122
3187,1,35,12,32935
3188,1,56,13,55344
3189,1,25,16,90292
3190,1,1,17,97062
3191,1,25,12,27707
3192,1,18,4,2912
3193,1,25,0,92019
3194,1,25,15,92648
3195,1,18,4,80228
3196,0,18,4,45219
3197,0,18,14,94110
3198,1,25,12,94110
3199,1,18,0,57106
3200,0,25,1,98144
3201,1,45,7,35216
3202,0,18,4,24060
3203,1,35,0,90254
3204,1,45,16,80304
3205,0,35,16,80304
3206,1,18,20,44089
3207,1,35,7,60610
3208,1,25,14,30342
3209,1,25,0,21555
3210,0,45,0,2115
3211,1,50,16,20015
3212,0,25,17,11215
3213,0,25,1,83705
3214,0,56,7,10019
3215,0,50,13,55447
3216,1,35,1,54481
3217,0,35,0,92630
3218,1,56,6,48070
3219,0,18,4,54302
3220,1,35,7,54016
3221,1,25,0,19106
3222,1,35,7,10583
3223,1,25,20,10014
3224,0,25,14,93428
3225,1,18,0,15237
3226,1,35,4,10027
3227,0,25,14,60657
3228,1,25,14,5448
3229,0,56,1,93105
3230,1,35,16,92630
3231,1,25,7,55112
3232,1,35,12,92821
3233,1,50,2,60660
3234,0,1,0,90012
3235,1,18,4,87801
3236,1,18,15,87111
3237,1,35,7,5401
3238,1,35,7,10069
3239,0,25,12,7730
3240,1,18,4,55403
3241,0,50,0,20004
3242,1,50,13,94089
3243,1,25,12,98117
3244,0,18,4,92647
3245,1,18,2,8820
3246,0,35,1,85258
3247,1,35,15,92649
3248,0,25,7,94115
3249,0,25,4,92648
3250,1,25,4,90069
3251,1,35,17,15330
3252,1,50,0,76067
3253,0,35,4,26505
3254,0,35,6,95843
3255,0,25,15,91902
3256,1,25,15,92111
3257,1,25,14,94105
3258,1,45,6,2339
3259,0,18,4,95616
3260,1,25,4,44514
3261,1,45,20,87505
3262,1,25,14,55391
3263,1,50,11,66048
3264,0,25,1,94536
3265,1,25,15,53704
3266,0,25,4,95616
3267,1,25,4,78705
3268,1,25,12,4106
3269,0,18,20,45220
3270,1,18,11,45220
3271,0,35,0,92704
3272,1,35,0,8330
3273,1,35,7,11201
3274,1,25,20,2062
3275,1,35,7,10028
3276,1,25,20,55391
3277,1,25,17,94107
3278,1,35,7,10014
3279,1,45,15,92880
3280,1,25,7,33486
3281,1,25,17,79705
3282,1,45,3,20009
3283,1,35,16,66208
3284,1,25,6,48197
3285,1,25,4,44706
3286,0,35,7,80013
3287,1,56,13,275143540
3288,1,25,14,94133
3289,1,45,6,95695
3290,1,25,14,90292
3291,0,25,7,27516
3292,0,50,6,79410
3293,1,45,14,37343
3294,1,18,4,78749
3295,1,18,18,92123
3296,1,18,14,90292
3297,1,18,4,91325
3298,1,1,10,20876
3299,0,25,4,19119
3300,1,35,5,19119
3301,0,25,2,85719
3302,1,25,17,74074
3303,1,56,17,6405
3304,0,45,5,92649
3305,1,56,20,94708
3306,1,45,14,60045
3307,1,50,6,90640
3308,0,18,20,157011348
3309,1,25,17,20707
3310,1,45,14,12561
3311,1,25,4,90039
3312,0,18,4,90039
3313,1,35,20,90292
3314,1,25,7,6516
3315,1,25,12,78731
3316,1,1,19,92557
3317,1,25,4,78705
3318,1,56,13,30047
3319,0,56,13,92308
3320,1,25,1,56082
3321,1,35,1,95380
3322,0,18,4,68516
3323,1,35,14,11784
3324,1,35,17,48083
3325,0,35,14,39180
3326,1,45,7,64138
3327,1,18,12,91423
3328,1,56,19,917901161
3329,1,50,18,72601
3330,0,35,1,47933
3331,0,25,7,6854
3332,1,25,7,6854
3333,1,18,16,294042205
3334,1,35,0,9142
3335,1,25,0,10023
3336,1,35,17,93436
3337,1,25,4,97214
3338,1,45,16,8053
3339,1,25,17,44118
3340,1,45,16,48097
3341,1,25,20,91730
3342,0,25,5,92705
3343,0,18,4,79912
3344,1,35,0,8902
3345,1,25,7,18655
3346,1,35,7,54016
3347,0,35,7,91362
3348,1,45,16,94546
3349,0,18,4,92054
3350,0,18,0,20815
3351,0,18,5,92870
3352,1,35,0,30533
3353,1,35,17,92688
3354,1,25,7,18615
3355,1,25,1,400060
3356,1,35,7,95031
3357,1,25,18,64055
3358,0,25,1,91790
3359,1,25,20,22936
3360,0,25,0,92646
3361,1,25,4,91790
3362,0,25,0,90212
3363,0,35,9,4046
3364,1,56,13,17033
3365,1,50,17,23059
3366,1,35,14,8750
3367,1,50,16,10025
3368,1,25,14,55435
3369,1,45,18,14701
3370,1,18,4,92833
3371,1,25,2,55405
3372,1,56,13,55118
3373,1,18,16,94709
3374,1,35,5,64801
3375,1,25,4,89193
3376,1,35,16,10803
3377,1,25,17,3570
3378,1,18,4,48135
3379,1,35,1,20037
3380,1,50,0,20815
3381,1,25,0,96671
3382,0,1,10,55305
3383,1,56,16,3070
3384,1,35,7,91304
3385,0,25,9,32212
3386,1,18,4,55414
3387,1,18,1,94706
3388,0,25,1,92646
3389,1,18,0,13603
3390,0,45,20,2476
3391,1,18,4,48135
3392,1,50,6,8108
3393,1,35,12,60563
3394,1,35,7,90069
3395,1,25,7,2134
3396,1,25,12,15217
3397,1,25,5,55414
3398,1,18,20,30033
3399,1,25,4,14623
3400,1,25,14,8742
3401,1,35,7,76109
3402,1,35,20,30306
3403,1,35,5,48342
3404,1,25,8,95380
3405,1,35,14,92084
3406,0,25,7,85214
3407,0,45,5,60050
3408,1,25,17,14830
3409,1,25,4,48127
3410,1,35,1,20653
3411,1,18,4,2139
3412,1,25,18,85213
3413,0,25,17,92084
3414,1,25,17,75146
3415,1,35,7,80129
3416,1,25,12,20850
3417,0,18,2,14616
3418,0,18,3,22305
3419,1,45,1,16801
3420,0,25,7,48105
3421,1,45,7,94501
3422,1,25,5,43221
3423,1,25,7,84088
3424,1,25,6,92111
3425,1,18,20,48135
3426,1,25,20,90046
3427,1,25,14,78267
3428,1,45,1,47933
3429,0,25,7,94602
3430,0,45,1,15208
3431,0,45,6,48867
3432,1,25,12,27410
3433,1,18,12,55113
3434,1,18,4,48867
3435,1,45,1,48867
3436,1,35,0,98503
3437,0,25,0,37203
3438,0,25,0,78735
3439,1,18,17,76116
3440,1,56,17,32822
3441,0,25,14,94109
3442,1,18,12,20878
3443,0,35,17,48219
3444,1,50,14,33401
3445,0,35,20,92009
3446,1,25,7,30620
3447,1,25,12,94131
3448,0,18,3,60640
3449,1,25,14,2142
3450,1,25,5,78251
3451,0,25,11,94117
3452,1,25,14,7702
3453,1,35,7,7981
3454,1,18,0,92122
3455,0,25,0,7701
3456,1,25,17,54401
3457,1,25,20,19083
3458,1,45,0,2131
3459,1,18,4,76266
3460,1,1,4,10012
3461,1,35,0,95409
3462,0,25,4,73160
3463,1,25,15,80301
3464,0,25,14,78251
3465,1,25,14,45383
3466,1,25,14,94306
3467,1,25,14,55421
3468,1,25,20,94546
3469,1,45,17,2176
3470,1,35,17,49887
3471,1,18,4,80302
3472,1,25,6,33156
3473,0,35,16,2472
3474,1,35,11,10538
3475,1,25,14,33133
3476,1,50,0,44126
3477,0,50,1,10024
3478,1,25,7,10019
3479,1,18,4,78626
3480,1,25,0,59405
3481,1,18,4,94122
3482,1,50,17,8043
3483,0,45,7,30260
3484,1,18,4,28403
3485,1,25,0,94121
3486,0,18,0,98225
3487,1,18,4,60611
3488,1,45,17,80228
3489,1,18,4,60201
3490,1,25,0,74136
3491,1,25,16,28542
3492,1,35,7,77005
3493,1,25,17,61350
3494,1,25,1,28607
3495,1,18,4,94608
3496,1,35,5,92867
3497,0,35,2,94109
3498,1,25,17,28052
3499,1,25,3,77006
3500,1,35,7,20650
3501,0,35,7,30309
3502,0,18,7,80503
3503,1,18,4,59715
3504,1,18,7,2215
3505,0,25,15,55455
3506,1,18,12,80503
3507,1,25,0,2472
3508,1,18,4,2151
3509,1,18,4,2115
3510,0,18,4,2142
3511,1,50,0,88004
3512,1,18,17,2140
3513,1,25,16,1890
3514,1,18,12,30318
3515,1,35,3,55042
3516,1,18,4,42101
3517,1,18,12,53713
3518,0,18,7,11215
3519,0,25,14,11215
3520,1,25,0,40515
3521,1,25,0,53213
3522,1,18,0,97469
3523,1,35,7,53404
3524,0,25,0,83355
3525,0,18,4,2142
3526,1,35,2,622633004
3527,1,25,0,53213
3528,1,35,5,41144
3529,0,45,1,97361
3530,1,25,0,77058
3531,0,25,11,55409
3532,0,35,14,10028
3533,1,25,2,55344
3534,1,35,17,68506
3535,1,45,18,77630
3536,1,18,4,57103
3537,1,1,10,97402
3538,1,35,0,40504
3539,0,25,4,77006
3540,1,18,17,57106
3541,1,25,3,2494
3542,1,25,15,14803
3543,1,25,17,60659
3544,0,25,4,92507
3545,1,35,12,92507
3546,1,25,20,41706
3547,1,35,16,94108
3548,1,45,7,92965
3549,0,35,7,60137
3550,1,25,5,55447
3551,0,56,0,98374
3552,0,35,2,2879
3553,1,35,16,61600
3554,1,25,15,15203
3555,1,56,7,55430
3556,1,25,17,3038
3557,1,18,5,48185
3558,1,18,17,66044
3559,1,18,4,11364
3560,0,25,6,74105
3561,1,35,14,63304
3562,0,25,6,32812
3563,1,25,2,33133
3564,1,25,11,2169
3565,1,25,18,53572
3566,1,45,0,53818
3567,1,25,14,54915
3568,1,25,0,98503
3569,0,18,2,48823
3570,1,35,12,19050
3571,1,18,4,10044
3572,1,35,11,4287
3573,1,1,10,48867
3574,0,35,6,33314
